"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","의료유사업종별명","직원수","자격증소유자수","보조직원수","시설관리자수","기타직원수","병상수","욕실면적","총면적",
"987","의료유사업","01_01_10_P","4190000","PHMB420094190023042400001","20090218","","03","폐업","03","폐업","20170117","","","","033-761-1926","","220070","강원도 원주시 인동 264번지 7호 1층,2층,3층,4층","강원도 원주시 원일로 14-1 (인동)","26429","홈런안마시술소","20170119131643","I","2018-08-31 23:59:59.0","안마시술소","284496.329517327","427431.928791516","안마시술소","2","","","","","17","","607.06",
"988","의료유사업","01_01_10_P","4190000","PHMB420074190023042400007","20070509","","03","폐업","03","폐업","20090227","","","","033-901-9754","","220940","강원도 원주시 단구동 114번지 14호","강원도 원주시 치악로1570번길 2 (단구동)","","대로안마원","20090227165711","I","2018-08-31 23:59:59.0","안마원","285227.912574244","425040.698217521","안마원","1","","","","","0","","70.5",
"989","의료유사업","01_01_10_P","4190000","PHMB420094190023042400002","20091005","","03","폐업","03","폐업","20130628","","","","033-742-2775","","220100","강원도 원주시 단계동 842번지 5호","강원도 원주시 장미공원길 24 (단계동)","","원주클린 안마원","20130628162507","I","2018-08-31 23:59:59.0","안마원","282565.003263276","427652.77683484","안마원","1","","","","","","","46.28",
"990","의료유사업","01_01_10_P","4190000","PHMB420104190023042400001","20101208","","03","폐업","03","폐업","20140707","","","","033-763-7993","","220934","강원도 원주시 관설동 1732번지 2호  101호","강원도 원주시 관설안길 23-2 (관설동)","220934","어깨결림안마원","20140707132219","I","2018-08-31 23:59:59.0","안마원","285112.219412761","424333.935475075","안마원","1","","","","","","","58.24",
"991","의료유사업","01_01_10_P","4190000","PHMB420034190023042400001","20031030","","03","폐업","03","폐업","20081130","","","","033-744-4445","","220938","강원도 원주시 단계동 842번지 5호","강원도 원주시 장미공원길 24 (단계동)","","골드안마시술소","20081201131045","I","2018-08-31 23:59:59.0","안마시술소","282565.003263276","427652.77683484","안마시술소","2","","","","","5","","100",
"992","의료유사업","01_01_10_P","4190000","PHMB420024190023042400001","20021230","","03","폐업","03","폐업","20140414","","","","033-743-3341","","220100","강원도 원주시 단계동 863번지","강원도 원주시 장미공원길 47-8 (단계동)","","쿨안마시술소","20140414162216","I","2018-08-31 23:59:59.0","안마시술소","282313.096051817","427592.492282067","안마시술소","1","","","","","4","","286.56",
"993","의료유사업","01_01_10_P","4190000","PHMB420144190023042400003","20140620","","03","폐업","03","폐업","20180516","","","","033-744-7570","","","","강원도 원주시 원문로 73-1 (학성동)","26412","약손물리안마원","20180528134911","I","2018-08-31 23:59:59.0","안마원","283052.180048229","428708.399177201","안마원","","","","","","","","33",
"994","의료유사업","01_01_10_P","4190000","PHMB420154190023042400001","20150803","","03","폐업","03","폐업","20190227","","","","","","","","강원도 원주시 장미공원길 24, 3층 (단계동)","220938","강원안마원","20190227112835","U","2019-03-01 02:40:00.0","안마원","282565.003263276","427652.77683484","안마원","","","","","","","","69.75",
"995","의료유사업","01_01_10_P","4190000","PHMB420164190023042400001","20161103","","03","폐업","03","폐업","20181114","","","","","","","강원도 원주시 관설동 1713번지 1호","강원도 원주시 단관초교길 7, 상가동 108호 (관설동, 청솔6차아파트)","26473","행복드림안마원","20181114111559","U","2018-11-16 02:35:54.0","안마원","285516.185574864","424374.586469565","안마원","1","","","","","2","","40",
"996","의료유사업","01_01_10_P","4190000","PHMB420114190023042400001","20110509","","03","폐업","03","폐업","20160127","","","","033-748-6061","","220937","강원도 원주시 단계동 794번지 11호","강원도 원주시 북원로2246번길 49 (단계동)","","성모안마원","20160628113942","I","2018-08-31 23:59:59.0","안마원","282960.386279834","427355.705906296","안마원","1","","","","","","","83.42",
"997","의료유사업","01_01_10_P","4190000","PHMB420134190023042400001","20130124","","03","폐업","03","폐업","20140418","","","","","","220938","강원도 원주시 단계동 853번지 6호","강원도 원주시 북원로 2235-8 (단계동)","220938","더블유안마","20140418133427","I","2018-08-31 23:59:59.0","안마시술소","282447.83","427481.465","안마시술소","2","","","","","5","","372.3",
"998","의료유사업","01_01_10_P","4190000","PHMB420134190023042400002","20130916","","03","폐업","03","폐업","20180110","","","","","","220948","강원도 원주시 명륜2동 815번지 2호","강원도 원주시 소방서길 3 (명륜동)","26481","유한물리안마원","20180110162441","I","2018-08-31 23:59:59.0","안마원","283747.888718279","425816.908885385","안마원","0","","","","","","","68",
"999","의료유사업","01_01_10_P","4680000","PHMB420114680066042400001","20110218","","03","폐업","03","폐업","20180828","","","","852-3214","","570960","전라북도 익산시 동산동 1052번지 8호","전라북도 익산시 서동로28길 28 (동산동)","54608","부부안마원","20180828162701","I","2018-08-31 23:59:59.0","안마원","196831.162243","270274.644275","안마원","1","","","","","","","26.01",
"1000","의료유사업","01_01_10_P","3550000","PHMB420143550020042400001","20140903","","03","폐업","03","폐업","20170125","","","","","","407824","인천광역시 계양구 작전동 863번지 57호","인천광역시 계양구 봉오대로 677 (작전동)","21091","수임정통안마원","20170125150938","I","2018-08-31 23:59:59.0","안마원","175541.91117632","447736.615387158","안마원","1","","","","","","","81.85",
"1001","의료유사업","01_01_10_P","4680000","PHMB420014680066042400001","20011025","","03","폐업","03","폐업","20170802","","","","842-0942","","570986","전라북도 익산시 인화동2가 96번지 7호","전라북도 익산시 인북로4길 57 (인화동2가)","54675","렉서스안마시술소","20170802132824","I","2018-08-31 23:59:59.0","안마시술소","195924.30026","269885.580328","안마시술소","3","","","","","20","","447.56",
"1002","의료유사업","01_01_10_P","4680000","PHMB420024680066042400001","20020501","","03","폐업","03","폐업","20201214","20200515","20250514","","063-855-7479","","570986","전라북도 익산시 인화동2가 93번지 7호","전라북도 익산시 인북로4길 42 (인화동2가)","54675","휘안마시술소","20201221133333","U","2020-12-23 02:40:00.0","안마시술소","195771.922201","269898.904979","안마시술소","2","","","","","11","","477.4",
"1003","의료유사업","01_01_10_P","4680000","PHMB420064680066042400002","20060530","","03","폐업","03","폐업","20220210","20210101","20211231","","843-9553","","","전라북도 익산시 인화동2가 96번지 11호","전라북도 익산시 인북로4길 51 (인화동2가)","54675","남부안마시술소","20220213144350","U","2022-02-15 02:40:00.0","안마시술소","195877.914539","269901.919329","안마시술소","2","0","0","0","0","10","0","396.06",
"1004","의료유사업","01_01_10_P","4680000","PHMB420114680066042400002","20110221","","03","폐업","03","폐업","20110223","","","","841-1818","","570985","전라북도 익산시 인화동2가 56번지 5호","전라북도 익산시 평동로 693-2 (인화동2가)","","현대지압안마원","20110223170027","I","2018-08-31 23:59:59.0","안마원","195941.643197","270025.105824","안마원","1","","","","","1","","27.72",
"1005","의료유사업","01_01_10_P","4680000","PHMB420114680066042400003","20110418","","03","폐업","03","폐업","20191210","","","","","","570970","전라북도 익산시 모현동2가 201번지 12호","전라북도 익산시 동서로 54 (모현동2가)","","으뜸안마원","20191211090304","U","2019-12-13 02:40:00.0","안마원","194619.955008","272979.680482","안마원","1","","","","","1","","116.25",
"1006","의료유사업","01_01_10_P","4680000","PHMB420124680066042400001","20120803","","03","폐업","03","폐업","20141013","","","","","","570080","전라북도 익산시 송학동 16번지 10호","전라북도 익산시 고현로 42-4 (송학동)","570080","어울림안마원","20141013174958","I","2018-08-31 23:59:59.0","안마원","194680.208044","271187.015423","안마원","1","","","","","","","36.4",
"1007","의료유사업","01_01_10_P","4680000","PHMB420174680066042400001","20170220","","03","폐업","03","폐업","20200619","","","","","","","","전라북도 익산시 고현로7길 10 (모현동1가)","54659","함박웃는바른척추안마원","20200619104055","U","2020-06-21 02:40:00.0","안마원","194750.866891","271775.98175","안마원","1","","","","","","","75.88",
"1008","의료유사업","01_01_10_P","3550000","PHMB420013550020042400001","20010101","","03","폐업","03","폐업","20110825","","","","543-4242","","407310","인천광역시 계양구 용종동 209번지 4호 (506호,606호,607호)","인천광역시 계양구 오조산공원로 22 (용종동,(506호,606호,607호))","","휴뷰티안마시술소","20110829095646","I","2018-08-31 23:59:59.0","안마시술소","176712.210990354","448630.502242777","안마시술소","9","","","","","3","","397.66",
"1009","의료유사업","01_01_10_P","3550000","PHMB420013550020042400002","20010928","","03","폐업","03","폐업","20200416","","","","555-1235","","","인천광역시 계양구 작전동 906번지 1호 대박안마시술소 6층","인천광역시 계양구 계양문화로29번길 11, 6층 (작전동)","21079","대박안마시술소","20200420094022","U","2020-04-22 02:40:00.0","안마시술소","176510.105315482","447929.584888325","안마시술소","2","","","","","8","","308.77",
"1010","의료유사업","01_01_10_P","3550000","PHMB420033550020042400001","20030811","","03","폐업","03","폐업","20091117","","","","555-1091","","407050","인천광역시 계양구 계산동 1082번지 10호","인천광역시 계양구 계양문화로 48 (계산동)","","월드안마시술소","20091117130028","I","2018-08-31 23:59:59.0","안마시술소","176666.124685741","448105.30740578","안마시술소","2","","","","","21","","763.95",
"1011","의료유사업","01_01_10_P","3550000","PHMB420043550020042400001","20040507","","03","폐업","03","폐업","20100201","","","","553-8333","","407050","인천광역시 계양구 계산동 1082번지 6호 (8층)","인천광역시 계양구 도두리로 21 (계산동,(8층))","","바벨안마시술소","20100201101632","I","2018-08-31 23:59:59.0","안마시술소","176659.45636286","448026.559837536","안마시술소","9","","","","","17","","598.11",
"1012","의료유사업","01_01_10_P","3550000","PHMB420043550020042400002","20040806","","03","폐업","03","폐업","20100729","","","","554-3344","","407061","인천광역시 계양구 작전1동 906번지 7호 (5,6,7층)","인천광역시 계양구 계양문화로 25 (작전동,(5,6,7층))","","이화안마","20100729181315","I","2018-08-31 23:59:59.0","안마시술소","176599.424463203","447898.701756936","안마시술소","8","","","","","18","","498.36",
"1013","의료유사업","01_01_10_P","3550000","PHMB420093550020042400001","20091117","","03","폐업","03","폐업","20191106","","","","032-555-1091","","407813","인천광역시 계양구 계산4동 1082번지 10호 (6층,7층일부)","인천광역시 계양구 계양문화로 48 (계산동)","21069","좋은안마시술소","20191106175331","U","2019-11-08 02:40:00.0","안마시술소","176666.124685741","448105.30740578","안마시술소","5","","","","","25","23.22","804.4",
"1014","의료유사업","01_01_10_P","3550000","PHMB420103550020042400002","20100614","","03","폐업","03","폐업","20111201","","","","556-9997","","407824","인천광역시 계양구 작전2동 863번지 57호 (2층)","인천광역시 계양구 봉오대로677번길 7 (작전동,(2층))","","수임정통안마원","20111201140222","I","2018-08-31 23:59:59.0","안마원","175541.91117632","447736.615387158","안마원","1","","","","","3","","81.85",
"1015","의료유사업","01_01_10_P","3550000","PHMB420103550020042400003","20101111","","03","폐업","03","폐업","20150804","","","","032-554-3344","","407818","인천광역시 계양구 작전1동 906번지 7호 5층, 6층, 7층","인천광역시 계양구 계양문화로 25 (작전동,5층, 6층, 7층)","","동경식안마시술소","20150804134958","I","2018-08-31 23:59:59.0","안마시술소","176599.424463203","447898.701756936","안마시술소","3","","","","","23","26","721",
