번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),의료유사업종별명,종업원수,자격증소유자수,보조종업원수,시설관리자수,기타종업원수,병상수,욕실면적,총면적
917,의료유사업,01_01_10_P,3660000,PHMB420163660023042400006,20160907,,3,폐업,3,폐업,20190530,,,,,,,대전광역시 서구 탄방동 1172번지,"대전광역시 서구 탄방로7번길 147, 1층 (탄방동)",35252,건강보건안마원,2.01905E+13,U,40:00.0,안마원,235450.01,316501.91,안마원,1,,,,,,,39.5
918,의료유사업,01_01_10_P,3270000,PHMB420153270022042400001,20150707,,3,폐업,3,폐업,20170110,,,,,,601830,부산광역시 동구 초량동 1056번지 36호,부산광역시 동구 초량상로 34 (초량동),48819,소생안마원,2.01701E+13,I,59:59.0,안마원,385591.248,181425.4238,안마원,,,,,,1,,50.23
919,의료유사업,01_01_10_P,3270000,PHMB420173270022042400001,20170522,,3,폐업,3,폐업,20180124,,,,051-468-8004,,,부산광역시 동구 초량동 232번지 1호,부산광역시 동구 중앙대로231번길 34 (초량동),48815,풀림안마원,2.01801E+13,I,59:59.0,안마원,385847.1945,181836.7179,안마원,0,,,,,,0,69.4
920,의료유사업,01_01_10_P,3380000,PHMB420023380023042400001,20020408,,3,폐업,3,폐업,20090922,,,,051-754-7664,,613120,부산광역시 수영구 수영동 450번지 8호,부산광역시 수영구 연수로415번길 9 (수영동),,금강안마시술소,2.00909E+13,I,59:59.0,안마시술소,392580.1437,187509.9436,안마시술소,2,,,,,14,,410.79
921,의료유사업,01_01_10_P,3270000,PHMB420033270022042400001,20031215,,3,폐업,3,폐업,20090821,20090602,20091201,,632-8407,,601806,부산광역시 동구 범일동 617번지 1호,부산광역시 동구 자성공원로 1-16 (범일동),,필안마시술소,2.00908E+13,I,59:59.0,안마시술소,387692.1653,184005.546,안마시술소,2,,,,,14,,315.54
922,의료유사업,01_01_10_P,3270000,PHMB420103270022042400001,20100318,,3,폐업,3,폐업,20141229,,,,464-1181,,601838,부산광역시 동구 초량3동 1197번지 1호,부산광역시 동구 중앙대로236번길 8 (초량동),601838,동백안마원,2.01412E+13,I,59:59.0,안마원,386089.4209,181731.6172,안마원,1,,,,,,,67.28
923,의료유사업,01_01_10_P,3270000,PHMB420103270022042400002,20100715,,3,폐업,3,폐업,20110314,,,,635-5975,,601808,부산광역시 동구 범일2동 830번지 170호,부산광역시 동구 자성로133번길 45-1 (범일동),,태양안마원,2.01103E+13,I,59:59.0,안마원,387893.908,184339.1677,안마원,1,,,,,,,22.94
924,의료유사업,01_01_10_P,3270000,PHMB420123270022042400001,20120213,,3,폐업,3,폐업,20130321,,,,637-0090,,601808,부산광역시 동구 범일2동 830번지 260호 동양빌딩 601호,"부산광역시 동구 범일로102번길 16-10, 601호 (범일동,동양빌딩)",,조은전통안마원,2.01303E+13,I,59:59.0,안마원,387770.4454,184100.2074,안마원,1,,,,,1,,50.46
925,의료유사업,01_01_10_P,3270000,PHMB419933270022042400001,19931230,,3,폐업,3,폐업,20130326,,,,644-8678,,601802,부산광역시 동구 범일동 63번지 1호,부산광역시 동구 중앙대로 529-1 (범일동),601802,백산안마원,2.01303E+13,I,59:59.0,안마원,387337.3212,184301.4182,안마원,1,,,,,1,,58.52
926,의료유사업,01_01_10_P,3270000,PHMB420143270022042400001,20140528,,3,폐업,3,폐업,20170608,,,,051-241-7575,,601829,부산광역시 동구 초량동 207번지 8호,부산광역시 동구 초량로 5-1 (초량동),48815,성진안마원,2.01706E+13,I,59:59.0,안마원,385959.4329,181819.3918,안마원,,,,,,,,73.44
927,의료유사업,01_01_10_P,5670000,PHMB420115670062042400003,20110916,,3,폐업,3,폐업,20140807,,,,055-263-8572,,642010,"경상남도 창원시 성산구 상남동 18-8번지 3,4층","경상남도 창원시 성산구 마디미로31번길 5 (상남동, 3,4층)",642832,수안마시술소,2.01408E+13,I,23:01.0,안마시술소,353312.9384,192645.1016,안마시술소,2,,,,,15,,626
928,의료유사업,01_01_10_P,5670000,PHMB420105670066042400002,20100310,,3,폐업,3,폐업,20110530,,,,222-9675,,631853,경상남도 창원시 마산합포구 산호동 48번지 7호,,,경남안마원,2.01105E+13,I,23:01.0,안마원,343660.4268,191976.2944,안마원,2,,,,,4,,113.6
929,의료유사업,01_01_10_P,5670000,PHMB420075670062042400002,20071001,,3,폐업,3,폐업,20150427,,,,055-276-8505,,641821,"경상남도 창원시 의창구 봉곡동 39-5번지 4,5층","경상남도 창원시 의창구 원이대로285번길 11 (봉곡동, 4,5층)",641821,멤버스안마시술소,2.01504E+13,I,23:01.0,안마시술소,350269.2019,195035.6553,안마시술소,2,,,,,17,,629
930,의료유사업,01_01_10_P,5670000,PHMB420055670066042400001,20051114,,3,폐업,3,폐업,20141201,,,,244-2468,,631860,경상남도 창원시 마산합포구 오동동 316번지 7호,경상남도 창원시 마산합포구 해안대로 393 (오동동),631860,비엠더블유안마시술소,2.01412E+13,I,23:01.0,안마시술소,343981.2232,190685.8763,안마시술소,4,,,,,27,,810.95
931,의료유사업,01_01_10_P,5670000,PHMB420055670066042400002,20051012,,3,폐업,3,폐업,20130513,,,,055-224-2528,,631441,경상남도 창원시 마산합포구 신포동1가 63번지 4호,경상남도 창원시 마산합포구 해안대로 300 (신포동1가),631441,콜라안마시술소,2.01305E+13,I,23:01.0,안마시술소,343248.2729,190004.9678,안마시술소,2,,,,,14,,272
932,의료유사업,01_01_10_P,5670000,PHMB420065670066042400001,20060821,,3,폐업,3,폐업,20150325,,,,232-2984,,630852,경상남도 창원시 마산회원구 내서읍 삼계리 30번지 4호 4층,경상남도 창원시 마산회원구 내서읍 경남대로 913,630852,캐슬안마시술소,2.01503E+13,I,23:01.0,안마시술소,336900.2607,193527.3791,안마시술소,3,,,,,12,,315
933,의료유사업,01_01_10_P,5670000,PHMB420085670066042400001,20080214,,3,폐업,3,폐업,20120511,,,,055-245-1105,,631450,경상남도 창원시 마산합포구 남성동 249번지 외 2필지 2.3층,경상남도 창원시 마산합포구 어시장9길 106 (남성동),631450,에스안마시술소,2.01205E+13,I,23:01.0,안마시술소,343683.3607,190460.6929,안마시술소,3,,,,,26,,725.2
934,의료유사업,01_01_10_P,5670000,PHMB420125670071042400001,20120102,,3,폐업,3,폐업,20121024,,,,055)552-8242,,645510,경상남도 창원시 진해구 용원동 1212번지 17호 6층,"경상남도 창원시 진해구 용원서로39번길 20, 6층 (용원동)",645510,새봄안마시술소,2.0121E+13,I,23:01.0,안마시술소,365076.6329,179571.9283,안마시술소,2,,,,,17,,473
935,의료유사업,01_01_10_P,5670000,PHMB420125670062042400001,20120702,,3,폐업,3,폐업,20141231,,,,262-6680,,642030,경상남도 창원시 성산구 중앙동 98번지 3호 전원상가 3층 303호,경상남도 창원시 성산구 용지로 74 (중앙동),642030,토끼안마시술소,2.01412E+13,I,23:01.0,안마시술소,352579.076,192754.6714,안마시술소,2,,,,,5,,307.29
936,의료유사업,01_01_10_P,5670000,PHMB420125670066042400001,20120716,,3,폐업,3,폐업,20200901,20200602,20201201,,,,630810,경상남도 창원시 마산회원구 양덕동 15번지 27호,"경상남도 창원시 마산회원구 양덕북12길 113, 경민씨티빌동 4층 (양덕동)",51364,꿀안마시술소,2.02009E+13,I,23:01.0,안마시술소,344107.9482,193662.1944,안마시술소,3,,,,,11,,353.3
937,의료유사업,01_01_10_P,5670000,PHMB420125670066042400002,20120718,,3,폐업,3,폐업,20141201,,,,055-245-1105,,631450,경상남도 창원시 마산합포구 남성동 249번지,경상남도 창원시 마산합포구 어시장9길 106 (남성동),631450,에스안마시술소,2.01412E+13,I,23:01.0,안마시술소,343683.3607,190460.6929,안마시술소,5,,,,,12,,462.86
938,의료유사업,01_01_10_P,5670000,PHMB420125670066042400003,20121012,,3,폐업,3,폐업,20141010,,,,221-4893,,631871,경상남도 창원시 마산합포구 해운동 5번지 88호,경상남도 창원시 마산합포구 월영동서로 17 (해운동),631871,레드안마시술소,2.0141E+13,I,23:01.0,안마시술소,342022.0384,187835.657,안마시술소,2,,,,,14,,520.49
939,의료유사업,01_01_10_P,5670000,PHMB420025670062042400001,20020514,,3,폐업,3,폐업,20130510,,,,238-1677,,641821,경상남도 창원시 의창구 봉곡동 38번지 2호 수정프라자 2층,경상남도 창원시 의창구 지귀로12번길 34 (봉곡동),641821,토토안마시술소,2.01305E+13,I,23:01.0,안마시술소,350305.1153,194968.8591,안마시술소,2,,,,,16,,527.83
940,의료유사업,01_01_10_P,5670000,PHMB420125670066042400004,20121018,,3,폐업,3,폐업,20130529,,,,,,631060,경상남도 창원시 마산합포구 중성동 20번지 48호,경상남도 창원시 마산합포구 3·15대로 384 (중성동),631060,안마당 지압원,2.01305E+13,I,23:01.0,안마원,343308.9134,191089.2386,안마원,1,,,,,,,98.56
941,의료유사업,01_01_10_P,5670000,PHMB420125670071042400002,20121024,,3,폐업,3,폐업,20130419,,,,055-552-8242,,645510,경상남도 창원시 진해구 용원동 1212번지 17호,경상남도 창원시 진해구 용원서로39번길 20 (용원동),645510,새봄안마시술소,2.01304E+13,I,23:01.0,안마시술소,365076.6329,179571.9283,안마시술소,2,,,,,17,,473
942,의료유사업,01_01_10_P,5670000,PHMB420145670071042400001,20140418,,3,폐업,3,폐업,20150108,,,,055-552-0010,,645510,경상남도 창원시 진해구 용원동 1212번지 17호,"경상남도 창원시 진해구 용원서로39번길 20, 6층 (용원동)",645510,새봄안마시술소,2.01501E+13,I,23:01.0,안마시술소,365076.6329,179571.9283,안마시술소,4,,,,,14,,473
943,의료유사업,01_01_10_P,5670000,PHMB420105670066042400004,20100309,,3,폐업,3,폐업,20130521,,,,241-7502,,631872,경상남도 창원시 마산합포구 해운동 58번지 3호,경상남도 창원시 마산합포구 해안대로 97 (해운동),631872,약손안마원,2.01305E+13,I,23:01.0,안마원,342328.7138,188381.9669,안마원,2,,,,,1,,84.19
944,의료유사업,01_01_10_P,5670000,PHMB420055670066042400003,20051007,,3,폐업,3,폐업,20160404,20151110,20160309,,,,630808,경상남도 창원시 마산회원구 석전2동 230번지 2호,경상남도 창원시 마산회원구 마산역광장로 30 (석전동),630808,스머프안마시술소,2.01604E+13,I,23:01.0,안마시술소,343596.9021,193944.4534,안마시술소,2,,,,,20,,795.62
945,의료유사업,01_01_10_P,5670000,PHMB420115670071042400001,20110414,,3,폐업,3,폐업,20140708,,,,055-547-4155,,645805,경상남도 창원시 진해구 여좌동 94-42,"경상남도 창원시 진해구 여명로 83-3, 1층 (여좌동)",645805,상영안마원,2.01407E+13,I,23:01.0,안마원,,,안마원,1,,,,,2,,75
946,의료유사업,01_01_10_P,5670000,PHMB420115670062042400001,20110520,,3,폐업,3,폐업,20170102,20161111,20171111,,055-261-8944,,642010,"경상남도 창원시 성산구 상남동 34-4번지 쌍둥이빌딩 1001,1002호","경상남도 창원시 성산구 단정로 14 (상남동, 쌍둥이빌딩1001,1002호)",51503,파라오안마시술소,2.01701E+13,I,23:01.0,안마시술소,353078.2151,192528.2276,안마시술소,2,,,,,11,,298.25
947,의료유사업,01_01_10_P,5670000,PHMB420115670062042400002,20110602,,3,폐업,3,폐업,20120511,,,,055-262-6680,,642030,경상남도 창원시 성산구 중앙동 98-3번지 전원상가 304호,"경상남도 창원시 성산구 용지로 74 (중앙동, 전원상가304호)",642845,토끼안마시술소,2.01205E+13,I,23:01.0,안마시술소,352579.076,192754.6714,안마시술소,2,,,,,10,,307
948,의료유사업,01_01_10_P,5670000,PHMB420135670071042400001,20130422,,3,폐업,3,폐업,20140416,,,,055-552-0010,,645510,경상남도 창원시 진해구 용원동 1212번지 17호,경상남도 창원시 진해구 용원서로 39-20 (용원동),645510,새봄안마시술소,2.01404E+13,I,23:01.0,안마시술소,365076.6329,179571.9283,안마시술소,5,,,,,16,,473
949,의료유사업,01_01_10_P,5670000,PHMB420135670447042400001,20130823,,3,폐업,3,폐업,20131227,20131113,20140530,,070-7347-8249,,641465,경상남도 창원시 의창구 팔용동 34번지 16호 신창빌딩 6층,"경상남도 창원시 의창구 창원대로363번길 22-17 (팔용동, 신창빌딩 6층)",641847,호안마시술소,2.01312E+13,I,23:01.0,안마시술소,349262.421,194363.721,안마시술소,2,,,,,17,,314.37
950,의료유사업,01_01_10_P,5670000,PHMB420135670447042400002,20130925,,3,폐업,3,폐업,20151123,,,,606-3131,,,경상남도 창원시 성산구 상남동 103번지 6호 37통 4반,경상남도 창원시 성산구 마디미로10번길 7 (상남동),51495,두손안마원,2.01511E+13,I,23:01.0,안마원,353375.1792,192080.8989,안마원,2,,,,,,,149.94
951,의료유사업,01_01_10_P,5670000,PHMB420145670447042400001,20140225,,3,폐업,3,폐업,20170110,,,,262-1038,,642832,"경상남도 창원시 성산구 상남동 18번지 4호 아도니스빌딩 5,6층",경상남도 창원시 성산구 마디미로27번길 12 (상남동),51496,플레이보이안마시술소,2.01701E+13,I,23:01.0,안마시술소,353346.6482,192645.6703,안마시술소,3,,,,,18,,550.25
952,의료유사업,01_01_10_P,5670000,PHMB420035670062042400001,20030502,,3,폐업,3,폐업,20150423,,,,055-286-6627,,642010,경상남도 창원시 성산구 상남동 34-5번지 상하이빌딩6층,"경상남도 창원시 성산구 단정로 18 (상남동, 상하이빌딩6층)",642832,오렌지안마시술소,2.01504E+13,I,23:01.0,안마시술소,353102.7596,192513.7482,안마시술소,2,,,,,11,,270
953,의료유사업,01_01_10_P,5670000,PHMB420015670062042400001,20010707,,3,폐업,3,폐업,20150713,,,,055-277-9313,,641270,경상남도 창원시 의창구 봉곡동 35-5번지 4층,"경상남도 창원시 의창구 지귀로12번길 18 (봉곡동, 4층)",641821,명품안마시술소,2.01507E+13,I,23:01.0,안마시술소,350180.912,195054.5331,안마시술소,2,,,,,10,,358
954,의료유사업,01_01_10_P,5670000,PHMB420115670071042400002,20110622,,3,폐업,3,폐업,20160328,20150127,20150426,,055-552-9067,,645510,경상남도 창원시 진해구 용원동 1212-11,"경상남도 창원시 진해구 용원서로39번길 6, 4층 (용원동)",51605,불꽃안마시술소,2.01603E+13,I,23:01.0,안마시술소,365215.6948,179540.7678,안마시술소,2,,,,,10,,507.62
955,의료유사업,01_01_10_P,5670000,PHMB420155670071042400001,20150108,,3,폐업,3,폐업,20161024,20160615,20161115,,055-552-0010,,645510,경상남도 창원시 진해구 용원동 1212번지 17호,"경상남도 창원시 진해구 용원서로39번길 20, 6층 (용원동)",51605,새봄안마시술소,2.0161E+13,I,23:01.0,안마시술소,365076.6329,179571.9283,안마시술소,2,,,,,14,,473
956,의료유사업,01_01_10_P,5670000,PHMB420155670554042400002,20150921,,3,폐업,3,폐업,20160108,,,,277-0177,,,경상남도 창원시 의창구 봉곡동 35번지 5호 이득빌딩4층,"경상남도 창원시 의창구 지귀로12번길 18 (봉곡동, 이득빌딩4층)",51176,명품안마시술소,2.01601E+13,I,23:01.0,안마시술소,350180.912,195054.5331,안마시술소,2,,,,,6,,279.36
957,의료유사업,01_01_10_P,5670000,PHMB420155670554042400003,20151015,,3,폐업,3,폐업,20171204,,,,261-8848,,,경상남도 창원시 성산구 상남동 34번지 5호 상하이빌딩6층,"경상남도 창원시 성산구 단정로 18 (상남동, 상하이빌딩6층)",51503,트로이안마시술소,2.01712E+13,I,23:01.0,안마시술소,353102.7596,192513.7482,안마시술소,2,,,,,10,,375.98
958,의료유사업,01_01_10_P,5670000,PHMB420165670066042400002,20160819,,3,폐업,3,폐업,20201015,,,,,,,경상남도 창원시 마산회원구 내서읍 삼계리 30번지 4호,"경상남도 창원시 마산회원구 내서읍 경남대로 913, 4층 (리오빌딩)",51237,캐슬안마시술소,2.0201E+13,I,23:01.0,안마시술소,336900.2607,193527.3791,안마시술소,3,,,,,14,56,397.74
959,의료유사업,01_01_10_P,5670000,PHMB420165670071042400001,20161230,,3,폐업,3,폐업,20170605,,,,055-547-4155,,,경상남도 창원시 진해구 여좌동 111-16 삼화페인트,"경상남도 창원시 진해구 여좌로 64, 삼화페인트 (여좌동)",51695,상영침안마지압원,2.02012E+13,I,23:01.0,안마원,351420.6507,185477.7655,안마원,1,,,,,1,,29.7
960,의료유사업,01_01_10_P,5670000,PHMB420175670066042400001,20170118,,3,폐업,3,폐업,20190823,,,,055-291-7731,,,경상남도 창원시 마산회원구 석전동 232번지 3호,"경상남도 창원시 마산회원구 양덕로 193 (석전동, 제일빌딩)",51316,제일안마센터,2.01908E+13,I,23:01.0,안마원,343737.2637,193886.7034,안마원,2,,,,,,,154
961,의료유사업,01_01_10_P,5670000,PHMB420175670066042400003,20170510,,3,폐업,3,폐업,20200925,,,,055-244-7722,,,경상남도 창원시 마산합포구 산호동 11번지 68호,"경상남도 창원시 마산합포구 산호북1길 74, 2층 (산호동)",51330,행운안마지압원,2.02012E+13,I,23:01.0,안마원,344210.4871,192297.5371,안마원,1,,,,,1,,119
962,의료유사업,01_01_10_P,5670000,PHMB420175670066042400004,20170614,,3,폐업,3,폐업,20200122,,,,,,,경상남도 창원시 마산회원구 구암동 1348번지 10호,경상남도 창원시 마산회원구 구암북2길 110 (구암동),51203,웰빙안마센터,2.02007E+13,I,23:01.0,안마원,345311.0491,196293.696,안마원,1,,,,,,,36
963,의료유사업,01_01_10_P,5670000,PHMB420175670554042400002,20170720,,3,폐업,3,폐업,20180516,,,,055-298-4385,,,경상남도 창원시 의창구 서상동 459번지 2호 1층,"경상남도 창원시 의창구 의창대로211번길 31, 1층 (서상동, 한일종합장식)",51195,유일안마원,2.01805E+13,I,23:01.0,안마원,347374.0972,197333.1707,안마원,,,,,,,,27
964,의료유사업,01_01_10_P,5670000,PHMB420175670554042400003,20170914,,3,폐업,3,폐업,20190304,,,,070-8912-4004,,,"경상남도 창원시 성산구 상남동 34번지 4호 쌍둥이빌딩 1001, 1002호","경상남도 창원시 성산구 단정로 14, 10층 1001,1002호 (상남동, 쌍둥이빌딩)",51503,파라오안마시술소,2.01903E+13,I,23:01.0,안마시술소,353078.2151,192528.2276,안마시술소,3,,,,,10,,298
